Author,Title,Description,Genre,Banned
Benjamin Lebert,Crazy,"„Hallo Leute. Ich heiße Benjamin Lebert, bin sechzehn Jahre alt, und ich bin ein Krüppel. Nur damit ihr es wißt. Ich dachte, es wäre von beiderseitigem Interesse.“ Mit diesen Worten stellt sich Benjamin Lebert an seinem ersten Schultag seinen neuen Mitschülern im Internat Schloß Neuseelen vor. Es ist sein fünfter Schulwechsel. Diesmal soll er endlich die 8. Klasse bestehen. Zusammen mit seinen fünf Freunden übersteht Benjamin die Zeit im Internat. Bei allen Unternehmungen – bei nächtlichen Besuchen auf dem Mädchengang genauso wie bei heimlichen Ausflügen ins Dorf – beschäftigt sie fortwährend die Frage, worum es in dieser ganzen Veranstaltung namens Leben eigentlich geht: um Mädchen, um Sex, um Freundschaft und ums Erwachsenwerden oder vielleicht auf einfach nur darum, immer weiterzumachen, wie verrückt die Welt und wie „crazy“ man selbst auch sein mag.","Young Adult, Fiction, German Literature, Contemporary, School, Coming Of Age, Roman",1
Jane Leslie Conly,Crazy Lady!,"Increasingly alienated from his widowed father, Vernon joins his friends in ridiculing the neighborhood outcasts'Maxine, an alcoholic prone to outrageous behavior, and Ronald, her retarded son. But when a social service agency tries to put Ronald into a special home, Vernon fights against the move.","Realistic Fiction, Young Adult, Fiction, Banned Books, School, Childrens, Middle Grade",1
Alvin Schwartz,"Cross Your Fingers, Spit in Your Hat","Superstitions about such topics as love and marriage, money, ailments, travel, the weather, and death.","Banned Books, Nonfiction, Childrens",1
Stephen King,Cujo,"Durante toda su vida Cujo fue un buen perro, un San Bernardo grandote, pacífico, juguetón y amante de los niños. Realmente se trataba de un perro bueno y feliz. Feliz hasta que le sucedió algo, y el cerebro de perro de Cujo se cubrió de una de esas oscuridades que se alimentan de sangre. Ahora, se ha convertido en un perro asesino; doblemente cruel por cuanto la gente no conoce su mutación y aún le ve en su anterior bondad. Heraldo de un pequeño Apocalipsis, Cujo desencadenará sobre un pueblo modélico un huracán de pánico y de muerte.  Uno de los grandes clásicos de Stephen King, el gran maestro actual de la literatura de terror.","Horror, Fiction, Thriller, Audiobook, Suspense, Animals, Adult",1
Mark Haddon,The Curious Incident of the Dog in the Night-Time,,,1
Daniel Cohen,"Curses, Hexes and Spells","Recounts curses on families, creatures, places, wanderers, and ghosts. Also describes amulets and talismans which provide protection.","Banned Books, Nonfiction, Paganism",1
Lois Duncan,Daughters of Eve,"Sworn to secrecy. Bound by loyalty. It's the high school's most exclusive club--but now a twisted mind is leading it. Who will be the first victim?  The girls at Modesta High School feel like they're stuck in some anti-feminist time warp-they're faced with sexism at every turn, and they've had enough. Sponsored by their new art teacher, Ms. Stark, they band together to form the Daughters of Eve. It's more than a school club-it's a secret society, a sisterhood. At first, it seems like they are actually changing the way guys at school treat them. But Ms. Stark urges them to take more vindictive action, and it starts to feel more like revenge-brutal revenge. Blinded by their oath of loyalty, the Daughters of Eve become instruments of vengeance. Can one of them break the spell before real tragedy strikes?","Young Adult, Fiction, Horror, Mystery, Thriller, Banned Books, Suspense",1
Jill Twiss,A Day in the Life of Marlon Bundo,"Meet Marlon Bundo, a lonely bunny who lives with his Grampa Mike Pence, the former Vice President of the United States. But on this Very Special Day, Marlon's life is about to change forever ...With its message of tolerance and advocacy, this charming bunny book for kids explores issues of same sex marriage and democracy. Sweet, funny, and beautifully illustrated, this better Bundo book is dedicated to every bunny who has ever felt different.  A runaway hit that hopped to the top of the charts nationwide! As John Oliver explained on the Ellen DeGeneres talk show, this book’s gay Marlon Bundo gets married to his bunny boyfriend “because that’s the world we want to live in.”","Picture Books, Childrens, LGBT, Fiction, Humor, Animals, Politics",1
Robert Newton Peck,A Day No Pigs Would Die,"A douze ans, Robert fait presque le travail d'un homme. Quand il trouve la vache du voisin en train de s'étouffer et le veau qui n'arrive pas à naître, il sait la tirer d'affaire, même si c'est dur. En récompense,, il recevra un petit cochon, un animal doux et rose, rien que pour lui. Mais dans une ferme si pauvre, comment garder une bête seulement pour le plaisir ?","Fiction, Young Adult, Classics, Historical Fiction, Childrens, Banned Books, Coming Of Age",1
Esther Drill,Deal with It!,"Deal With It! offers a whole new approach for dealing with your life as a girl. It's a resource to help you learn about, laugh about, and figure out the stuff you go through on your way through life. It won't tell you what to do, because you'll need to decide that for yourself. But whether you're wondering about your body, your feelings or your changing relationships with the people around you, this book provides accurate information and outlines your options. Hilarious illustrations point out the humor in even the sorriest situations. And with hundreds of excerpts from real-girl conversations on the gURL.com website, you can see for real that whatever you're going through, you're not alone. This book is for anyone who needs to know what it means to be a girl -- from those on the edge of their teens to those who are way past them but still reeling from the trauma.","Nonfiction, Feminism, Reference, Sexuality, Banned Books, Self Help, Health",1
Judy Blume,Deenie,A thirteen-year-old girl seemingly destined for a modeling career finds she has a deformation of the spine called scoliosis.,"Young Adult, Fiction, Childrens, Middle Grade, Classics, Realistic Fiction, Coming Of Age",1
Marilyn Reynolds,Detour for Emmy,"Emmy, whose future had once looked so bright, struggles to overcome the isolation and depression brought about by being a teen mother who gets little support from her family or the father of her child","Banned Books, Young Adult, Fiction, Realistic Fiction, Challenged Books, Teen",1
